order_id,customer_id,company_id,city,amount,order_date,status
175,204,14,Shaki,18.24,2025-01-18,failed
176,40,17,Ganja,235.67,2025-12-07,delivered
177,29,1,Mingachevir,140.88,2025-07-10,cancelled
178,460,4,Shaki,128.08,2025-04-10,delivered
179,716,13,Ganja,267.81,2025-01-25,delivered
180,651,6,Ganja,276.28,2025-03-31,returned
181,497,4,Ganja,275.29,2025-12-28,delivered
182,323,20,Ganja,260.87,2025-09-14,delivered
183,766,11,Sumgait,220.42,2025-12-24,cancelled
184,771,12,Ganja,186.56,2025-04-08,failed
185,696,1,Ganja,58.29,2025-09-07,failed
186,755,16,Lankaran,238.91,2025-12-01,returned
187,418,7,Mingachevir,188.76,2025-07-08,returned
188,553,3,Ganja,210.58,2025-09-01,delivered
189,340,14,Ganja,122.09,2025-09-03,delivered
190,184,12,Ganja,99.22,2025-01-07,returned
191,604,16,Sumgait,45.02,2025-01-24,returned
192,460,1,Mingachevir,138.72,2025-07-22,failed
193,369,20,Lankaran,170.57,2025-05-29,delivered
194,580,10,Sumgait,291.37,2025-06-13,cancelled
195,457,16,Mingachevir,94.32,2025-10-16,delivered
196,493,4,Ganja,127.68,2025-05-21,cancelled
197,221,16,Baku,154.72,2025-10-17,returned
198,604,20,Mingachevir,176.55,2025-05-28,delivered
199,886,7,Sumgait,64.46,2025-03-11,delivered
200,483,16,Mingachevir,283.87,2025-10-10,cancelled
201,8,4,Shaki,293.05,2025-04-18,cancelled
202,210,20,Shaki,233.65,2025-06-13,delivered
203,825,17,Ganja,107.35,2025-08-03,delivered
204,948,13,Mingachevir,41.58,2025-10-01,returned
205,617,12,Ganja,202.15,2025-03-03,returned
206,494,4,Ganja,272.07,2025-09-02,delivered
207,689,6,Shaki,39.82,2025-04-30,cancelled
208,373,14,Lankaran,57.18,2025-11-24,failed
209,483,14,Mingachevir,263.12,2025-11-16,returned
210,225,13,Shaki,96.66,2025-01-04,cancelled
211,653,14,Sumgait,11.25,2025-10-12,returned
212,247,11,Sumgait,156.17,2025-04-11,cancelled
213,464,14,Lankaran,230.88,2025-03-03,delivered
214,256,13,Sumgait,153.69,2025-05-12,cancelled
215,639,8,Sumgait,275.7,2025-03-02,delivered
216,56,13,Ganja,133.24,2025-01-11,delivered
217,768,19,Baku,145.69,2025-04-02,returned
218,899,20,Lankaran,128.45,2025-12-22,cancelled
219,273,6,Mingachevir,49.55,2025-04-03,failed
220,3,17,Ganja,230.67,2025-12-14,delivered
221,175,14,Lankaran,33.98,2025-10-11,cancelled
222,103,2,Sumgait,225.93,2025-09-17,delivered
223,524,11,Baku,207.14,2025-08-15,cancelled
224,644,4,Ganja,248.27,2025-05-05,returned
225,580,8,Lankaran,12.38,2025-06-19,cancelled
226,510,8,Baku,231.14,2025-06-16,failed
227,843,10,Shaki,185.72,2025-07-13,failed
228,880,10,Mingachevir,35.93,2025-03-03,returned
229,869,16,Baku,108.23,2025-12-04,returned
230,645,17,Sumgait,182.51,2025-04-05,delivered
231,873,10,Mingachevir,175.33,2025-11-21,returned
232,909,8,Lankaran,38.95,2025-11-25,returned
233,854,14,Ganja,52.05,2025-02-13,cancelled
234,791,1,Baku,191.62,2025-08-03,returned
235,676,1,Shaki,106.05,2025-01-29,returned
236,158,16,Lankaran,9.05,2025-11-08,returned
237,579,6,Ganja,102.44,2025-02-04,cancelled
238,163,16,Baku,54.28,2025-01-22,failed
239,231,11,Lankaran,296.67,2025-05-23,returned
240,151,10,Sumgait,117.41,2025-02-03,returned
241,460,3,Sumgait,65.0,2025-06-09,delivered
242,534,5,Shaki,24.29,2025-11-28,returned
243,409,13,Sumgait,88.49,2025-08-12,returned
244,933,8,Shaki,76.16,2025-05-30,returned
245,65,7,Mingachevir,280.0,2025-05-03,cancelled
246,171,16,Ganja,55.96,2025-01-10,delivered
247,347,8,Mingachevir,84.64,2025-08-29,cancelled
248,14,14,Shaki,244.62,2025-04-06,delivered
249,22,13,Sumgait,139.59,2025-09-26,returned
250,594,10,Mingachevir,286.96,2025-05-22,returned
251,544,10,Baku,68.77,2025-04-10,failed
252,504,1,Lankaran,107.3,2025-04-01,cancelled
253,345,1,Sumgait,142.61,2025-11-16,returned
254,888,4,Shaki,61.43,2025-08-05,returned
255,603,6,Baku,174.04,2025-11-12,returned
256,51,16,Mingachevir,103.57,2025-01-09,returned
257,122,13,Lankaran,128.77,2025-10-28,cancelled
258,503,7,Shaki,107.23,2025-01-09,cancelled
259,321,8,Shaki,276.52,2025-11-29,failed
260,808,17,Lankaran,164.92,2025-11-10,delivered
261,421,4,Mingachevir,99.81,2025-11-06,cancelled
262,355,6,Mingachevir,82.63,2025-01-23,returned
263,543,1,Mingachevir,87.75,2025-04-22,cancelled
264,359,13,Lankaran,222.04,2025-01-01,returned
265,99,16,Sumgait,76.82,2025-02-12,returned
266,744,20,Sumgait,26.12,2025-05-08,cancelled
267,702,16,Sumgait,137.06,2025-06-22,cancelled
268,710,7,Baku,8.17,2025-10-02,delivered
269,225,4,Baku,213.73,2025-06-13,failed
270,311,9,Ganja,113.06,2025-03-20,delivered
271,894,1,Sumgait,114.88,2025-03-19,failed
272,667,11,Lankaran,282.87,2025-08-11,delivered
273,751,18,Shaki,268.67,2025-05-28,delivered
274,748,16,Ganja,85.89,2025-07-01,failed
275,514,13,Lankaran,240.05,2025-03-08,returned
276,43,10,Shaki,95.56,2025-04-14,returned
277,386,11,Baku,299.29,2025-07-08,returned
278,408,18,Shaki,55.41,2025-02-24,failed
279,787,3,Lankaran,43.25,2025-07-10,cancelled
280,65,6,Lankaran,203.25,2025-12-10,delivered
281,181,7,Shaki,94.34,2025-10-27,failed
282,287,20,Lankaran,94.34,2025-12-12,cancelled
283,974,13,Baku,34.67,2025-03-28,cancelled
284,805,6,Sumgait,21.39,2025-04-29,delivered
285,32,11,Sumgait,184.77,2025-01-29,failed
286,349,14,Baku,84.94,2025-04-27,returned
287,728,7,Shaki,193.27,2025-10-31,failed
288,378,5,Baku,282.59,2025-07-24,failed
289,784,7,Lankaran,37.41,2025-03-16,failed
290,506,14,Mingachevir,277.38,2025-09-14,cancelled
291,659,20,Ganja,49.97,2025-07-05,delivered
292,575,11,Lankaran,294.13,2025-03-22,failed
293,417,10,Ganja,198.67,2025-03-29,returned
294,302,18,Lankaran,71.42,2025-05-15,cancelled
295,840,12,Baku,102.58,2025-03-31,delivered
296,435,11,Baku,84.4,2025-11-02,failed
297,545,4,Lankaran,52.02,2025-05-20,failed
298,276,15,Baku,126.95,2026-01-01,cancelled
299,167,5,Shaki,147.34,2025-08-17,cancelled
300,82,9,Lankaran,198.65,2025-11-02,cancelled
301,859,17,Shaki,135.78,2025-10-29,cancelled
302,545,1,Mingachevir,255.86,2025-12-06,delivered
303,280,14,Sumgait,23.43,2025-04-29,failed
304,863,2,Mingachevir,189.86,2025-06-30,failed
305,850,13,Shaki,45.67,2025-10-29,failed
306,595,12,Lankaran,107.42,2025-01-05,delivered
307,192,4,Baku,256.57,2025-06-21,failed
308,795,1,Baku,20.44,2025-09-12,failed
309,983,10,Ganja,69.68,2025-12-29,returned
310,208,7,Baku,158.67,2025-12-04,cancelled
311,701,1,Mingachevir,190.62,2025-06-28,delivered
312,844,9,Shaki,141.81,2025-05-06,delivered
313,101,20,Shaki,68.69,2025-10-12,delivered
314,859,8,Mingachevir,171.29,2025-06-09,cancelled
315,199,4,Sumgait,112.2,2025-02-04,delivered
316,541,5,Mingachevir,290.55,2026-01-01,returned
317,433,1,Shaki,141.4,2025-02-19,cancelled
318,165,5,Ganja,78.05,2025-12-04,returned
319,613,3,Lankaran,167.15,2025-03-29,cancelled
320,346,9,Sumgait,280.78,2025-12-22,failed
321,463,6,Shaki,86.08,2025-10-07,failed
322,910,6,Sumgait,177.43,2025-11-13,delivered
323,185,12,Lankaran,253.53,2025-07-08,returned
324,245,19,Baku,107.06,2025-02-07,returned
325,165,6,Sumgait,222.12,2025-06-28,cancelled
326,11,7,Sumgait,207.7,2025-02-24,returned
327,614,11,Shaki,32.45,2025-03-13,delivered
328,405,20,Ganja,192.42,2025-09-18,failed
329,121,19,Ganja,267.29,2025-01-23,cancelled
330,950,10,Lankaran,38.17,2025-07-31,returned
331,889,12,Ganja,56.9,2025-06-23,cancelled
332,442,7,Ganja,22.01,2025-03-02,failed
333,229,8,Baku,146.72,2025-10-06,failed
334,840,18,Ganja,7.83,2025-07-21,delivered
335,388,14,Baku,129.08,2025-01-17,cancelled
336,353,8,Lankaran,132.94,2025-07-25,cancelled
337,329,7,Mingachevir,135.84,2025-06-23,delivered
338,587,11,Mingachevir,35.14,2025-07-07,returned
339,487,13,Baku,71.37,2025-04-16,cancelled
340,87,6,Lankaran,285.17,2025-08-23,returned
341,719,6,Lankaran,57.72,2025-11-20,cancelled
342,842,20,Ganja,7.4,2025-08-14,returned
343,888,6,Lankaran,156.81,2025-05-19,failed
344,202,5,Shaki,212.41,2025-07-27,returned
345,684,13,Lankaran,285.51,2025-12-03,failed
346,631,13,Mingachevir,102.69,2025-05-24,delivered
347,615,1,Baku,60.6,2025-02-05,failed
348,800,9,Shaki,140.03,2025-04-06,returned
349,18,19,Mingachevir,127.28,2025-10-30,returned
350,345,11,Baku,98.12,2025-06-17,cancelled
351,393,1,Ganja,286.41,2025-01-17,cancelled
352,799,12,Mingachevir,209.07,2025-11-07,delivered
353,148,19,Sumgait,158.93,2025-05-15,returned
354,59,12,Lankaran,288.04,2025-12-13,delivered
355,504,16,Baku,129.68,2025-10-19,returned
356,208,4,Sumgait,215.16,2025-09-10,failed
357,528,3,Sumgait,292.76,2025-11-08,failed
358,637,11,Sumgait,158.74,2025-12-07,cancelled
359,745,3,Shaki,265.97,2025-03-05,returned
360,315,12,Ganja,228.45,2025-01-18,cancelled
361,763,11,Sumgait,270.69,2025-07-09,cancelled
362,865,14,Shaki,173.94,2025-01-18,cancelled
363,769,13,Shaki,38.92,2025-08-03,cancelled
364,305,19,Ganja,140.4,2025-09-15,delivered
365,630,2,Ganja,240.84,2025-12-31,delivered
366,282,6,Mingachevir,46.83,2025-11-24,cancelled
367,94,6,Lankaran,135.26,2025-08-03,failed
368,260,11,Sumgait,154.27,2025-01-20,cancelled
369,962,20,Baku,44.39,2025-03-24,failed
370,539,7,Baku,31.93,2025-01-16,returned
371,583,19,Mingachevir,79.27,2025-11-27,delivered
372,535,16,Ganja,199.03,2025-05-05,returned
373,696,20,Lankaran,76.3,2025-12-21,cancelled
374,745,17,Shaki,89.92,2025-12-14,delivered
375,341,6,Mingachevir,139.41,2025-10-23,cancelled
376,878,6,Mingachevir,294.06,2025-07-31,failed
377,510,18,Lankaran,193.32,2025-02-13,failed
378,182,18,Lankaran,19.42,2025-04-29,cancelled
379,838,9,Baku,250.13,2025-03-05,cancelled
380,739,8,Ganja,143.63,2025-04-05,failed
381,806,18,Sumgait,107.01,2025-07-20,delivered
382,652,6,Sumgait,63.17,2025-10-14,failed
383,357,17,Baku,242.83,2025-07-07,cancelled
384,284,20,Mingachevir,217.21,2025-03-12,failed
385,335,6,Mingachevir,200.44,2025-09-14,returned
386,114,5,Baku,76.51,2025-11-01,cancelled
387,33,2,Lankaran,55.15,2025-08-13,cancelled
388,933,10,Baku,237.07,2025-07-10,returned
389,3,9,Shaki,102.81,2025-04-15,delivered
390,890,20,Ganja,157.92,2025-03-13,cancelled
391,813,11,Lankaran,45.88,2025-09-18,returned
392,245,7,Baku,247.35,2025-10-26,failed
393,961,19,Shaki,87.23,2025-08-02,failed
394,718,14,Sumgait,48.28,2025-01-20,delivered
395,358,15,Baku,236.69,2025-02-24,delivered
396,694,13,Lankaran,127.67,2025-09-18,returned
397,167,3,Lankaran,92.98,2025-07-21,cancelled
398,869,20,Baku,108.85,2025-08-22,delivered
399,347,3,Mingachevir,129.97,2025-11-15,returned
400,828,7,Ganja,133.87,2025-06-29,failed
401,454,19,Sumgait,198.89,2025-08-16,returned
402,942,12,Shaki,201.7,2025-11-07,failed
403,927,10,Baku,275.7,2025-02-24,returned
404,492,12,Shaki,113.21,2025-02-05,failed
405,17,8,Lankaran,231.59,2025-08-16,cancelled
406,511,8,Baku,139.54,2025-11-20,returned
407,233,13,Baku,275.22,2025-04-04,failed
408,224,11,Mingachevir,12.62,2025-04-06,delivered
409,463,12,Shaki,164.82,2025-10-18,failed
410,933,8,Sumgait,19.63,2025-11-16,returned
411,555,7,Shaki,208.55,2025-05-30,cancelled
412,339,6,Sumgait,97.12,2025-09-23,returned
413,942,14,Lankaran,196.5,2025-06-06,cancelled
414,979,15,Sumgait,124.29,2025-07-22,cancelled
415,503,13,Baku,174.11,2025-04-17,returned
416,167,4,Shaki,199.29,2025-07-12,delivered
417,36,6,Mingachevir,247.0,2025-01-26,returned
418,117,15,Ganja,47.38,2025-10-31,cancelled
419,607,1,Sumgait,116.83,2025-11-13,returned
420,520,17,Sumgait,275.35,2025-07-03,failed
421,95,20,Mingachevir,269.32,2025-01-26,delivered
422,433,19,Sumgait,237.37,2025-05-18,failed
423,798,17,Ganja,104.04,2025-07-08,delivered
424,184,18,Shaki,109.72,2025-06-25,cancelled
425,6,11,Mingachevir,213.41,2025-02-08,failed
426,189,12,Shaki,178.5,2025-09-09,delivered
427,963,15,Baku,282.94,2025-01-27,returned
428,213,18,Ganja,195.87,2025-06-07,returned
429,165,13,Baku,291.6,2025-05-03,cancelled
430,555,7,Baku,92.8,2025-02-09,returned
431,555,5,Shaki,94.74,2025-05-17,delivered
432,133,8,Baku,179.6,2025-02-12,failed
433,430,15,Shaki,46.29,2025-08-17,returned
434,704,1,Mingachevir,154.13,2025-06-19,delivered
435,870,4,Baku,150.49,2025-02-07,delivered
436,192,13,Shaki,27.21,2025-04-15,delivered
437,603,7,Lankaran,192.54,2025-06-03,delivered
438,767,10,Mingachevir,111.35,2025-03-30,cancelled
439,746,15,Ganja,228.83,2025-10-12,cancelled
440,863,2,Sumgait,37.41,2025-02-18,delivered
441,886,5,Lankaran,269.21,2025-01-11,delivered
442,469,18,Ganja,162.13,2025-11-23,failed
443,511,20,Baku,37.6,2025-04-16,returned
444,862,16,Sumgait,276.51,2025-03-23,failed
445,771,3,Ganja,254.04,2025-11-13,failed
446,664,4,Ganja,277.04,2025-07-03,failed
447,151,8,Mingachevir,86.48,2025-07-30,returned
448,812,18,Mingachevir,80.15,2025-06-18,returned
449,942,4,Shaki,120.81,2025-11-17,failed
450,763,18,Ganja,150.56,2025-09-06,failed
451,531,16,Mingachevir,76.29,2025-01-08,returned
452,155,6,Baku,225.51,2025-10-20,failed
453,11,14,Shaki,226.78,2025-04-21,cancelled
454,877,1,Sumgait,73.2,2025-08-28,delivered
455,339,5,Baku,44.85,2025-06-10,cancelled
456,415,12,Ganja,71.64,2025-03-05,failed
457,142,2,Ganja,184.16,2025-07-11,cancelled
458,503,13,Shaki,249.04,2025-03-11,returned
459,265,9,Ganja,259.53,2025-07-09,returned
460,845,20,Ganja,171.71,2025-08-05,delivered
461,501,5,Baku,109.32,2025-11-22,failed
462,388,20,Sumgait,204.14,2025-09-25,returned
463,553,4,Shaki,21.76,2025-06-20,cancelled
464,54,17,Shaki,65.83,2025-07-07,delivered
465,643,18,Ganja,207.3,2025-07-06,delivered
466,81,17,Baku,211.5,2025-04-25,failed
467,765,3,Ganja,248.37,2025-04-09,failed
468,335,1,Mingachevir,203.33,2025-01-26,delivered
469,483,3,Mingachevir,18.53,2025-01-04,cancelled
470,641,18,Shaki,277.13,2025-08-10,cancelled
471,253,17,Sumgait,33.02,2025-09-20,returned
472,939,12,Baku,190.65,2025-11-14,delivered
473,509,5,Ganja,128.2,2025-02-10,returned
474,590,17,Mingachevir,124.75,2025-12-09,failed
475,665,16,Shaki,208.11,2025-05-12,delivered
476,231,2,Baku,140.43,2025-08-21,returned
477,642,20,Lankaran,91.92,2025-02-06,returned
478,415,17,Lankaran,175.2,2025-12-30,returned
479,236,3,Baku,228.75,2025-12-02,failed
480,467,5,Mingachevir,142.36,2025-04-03,failed
481,610,2,Lankaran,207.21,2025-03-12,failed
482,53,10,Ganja,45.87,2025-12-28,cancelled
483,634,4,Mingachevir,140.1,2025-12-11,delivered
484,49,7,Ganja,147.31,2025-07-05,cancelled
485,961,15,Mingachevir,281.13,2025-04-08,returned
486,576,6,Ganja,106.24,2025-08-18,returned
487,957,14,Mingachevir,66.08,2025-11-05,returned
488,866,9,Sumgait,237.76,2025-02-26,returned
489,378,7,Baku,187.76,2025-07-18,delivered
490,613,17,Lankaran,87.56,2026-01-01,cancelled
491,973,7,Shaki,103.54,2025-08-12,cancelled
492,662,4,Shaki,13.45,2025-07-05,returned
493,753,19,Lankaran,201.16,2025-01-30,returned
494,239,2,Shaki,150.33,2025-01-10,delivered
495,723,1,Sumgait,24.16,2025-01-30,cancelled
496,85,6,Mingachevir,79.9,2025-10-16,failed
497,686,9,Lankaran,87.39,2025-10-09,cancelled
498,42,19,Sumgait,150.85,2025-04-19,failed
499,117,13,Lankaran,197.74,2025-11-14,cancelled
500,964,10,Sumgait,138.1,2025-11-21,returned
501,536,18,Lankaran,127.25,2025-12-09,returned
502,676,4,Mingachevir,274.96,2025-04-18,delivered
503,263,10,Baku,102.19,2025-12-13,returned
504,375,5,Lankaran,58.57,2025-05-25,returned
505,6,2,Sumgait,73.99,2025-06-02,delivered
506,350,13,Baku,133.09,2025-06-12,returned
507,636,11,Ganja,100.76,2025-08-12,delivered
508,390,9,Baku,224.36,2025-12-29,cancelled
509,97,3,Lankaran,285.51,2025-10-18,failed
510,791,10,Shaki,226.63,2025-10-24,cancelled
511,328,3,Ganja,99.83,2025-06-27,returned
512,30,4,Shaki,220.89,2025-03-09,returned
513,902,13,Shaki,118.29,2025-01-07,delivered
514,428,9,Sumgait,115.03,2025-09-16,delivered
515,926,7,Baku,89.01,2025-08-24,delivered
516,88,6,Sumgait,91.85,2025-02-26,delivered
517,801,13,Ganja,132.38,2025-08-30,cancelled
518,986,9,Baku,172.79,2025-08-26,delivered
519,679,19,Baku,236.85,2025-08-05,cancelled
520,574,20,Ganja,217.1,2025-08-23,cancelled
521,803,5,Mingachevir,121.29,2025-09-30,returned
522,339,17,Sumgait,173.78,2025-05-28,delivered
523,555,1,Ganja,181.34,2025-07-29,returned
524,295,8,Mingachevir,37.22,2025-12-05,delivered
525,836,16,Mingachevir,87.58,2025-07-18,returned
526,289,11,Sumgait,283.41,2025-08-05,delivered
527,174,5,Mingachevir,157.99,2025-09-22,failed
528,523,20,Baku,119.75,2025-11-27,failed
529,598,18,Lankaran,172.64,2025-11-27,delivered
530,50,16,Baku,55.57,2025-06-07,returned
531,904,4,Mingachevir,21.99,2025-04-16,failed
532,691,18,Lankaran,223.65,2025-09-28,returned
